place_id,name,address,business_hours,region,category,type,latitude,longitude
34203618,매운향솥 마라탕 마라샹궈 건대점,서울 광진구 동일로18길 61 1층,"영업 중
23:10에 영업 종료
23시 10분에 영업 종료 | 일
11:30 - 23:10 | 월
11:30 - 23:10 | 화
11:30 - 23:10 | 수
11:30 - 23:10 | 목
11:30 - 23:10 | 금
11:30 - 23:10 | 토
11:30 - 23:10",건대입구,Chinese,restaurant,37.5391429384474,127.066262710527
37535377,연길왕꼬치 건대본점,서울 광진구 동일로18길 86,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료 | 매일
11:00 - 24:00 | - 연중무휴",건대입구,Chinese,restaurant,,
1879756679,해란양꼬치 건대본점,서울 광진구 동일로18길 73,"영업 중
05:00에 영업 종료
5시 0분에 영업 종료 | 매일
11:30 - 05:00",건대입구,Chinese,restaurant,,
1429339118,얼땅쟈 본점,서울 광진구 동일로18길 68,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료 | 매일
11:00 - 24:00",건대입구,Chinese,restaurant,,
1183785127,고베규카츠 건대점,서울 광진구 아차산로33길 64,영업 종료11:30에 영업 시작11시 30분에 영업 시작매일11:30 - 22:0016:00 - 17:00 브레이크타임21:00 라스트오더- 재료 조기소진시 조정될 수 있습니다접기,건대입구,Japanese,restaurant,37.5429922966704,127.071187093627
37724979,요비 건대입구본점,서울 광진구 아차산로29길 34,"영업 중
01:00에 라스트오더
1시 0분에 라스트오더 | 일
17:00 - 01:30
01:00 라스트오더 | 월
17:00 - 01:30
01:00 라스트오더 | 화
17:00 - 01:30
01:00 라스트오더 | 수
17:00 - 01:30
01:00 라스트오더 | 목
17:00 - 01:30
01:00 라스트오더 | 금
17:00 - 02:30
02:00 라스트오더 | 토
17:00 - 02:30
02:00 라스트오더",건대입구,Japanese,restaurant,,
1868271996,코시 건대점,서울 광진구 아차산로 197 1층,"영업 중
20:30에 라스트오더
20시 30분에 라스트오더 | 일
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 월
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 화
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 수
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 목
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 금
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 | 토
11:10 - 21:00
15:00 - 17:00 브레이크타임
20:30 라스트오더",건대입구,Japanese,restaurant,,
1882062841,사토규카츠 건대본점,서울 광진구 아차산로29길 26 2층,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 일
11:30 - 22:00
21:00 라스트오더 | 월
정기휴무 (매주 월요일) | 화
11:30 - 22:00
21:00 라스트오더 | 수
11:30 - 22:00
21:00 라스트오더 | 목
11:30 - 22:00
21:00 라스트오더 | 금
11:30 - 22:00
21:00 라스트오더 | 토
11:30 - 22:00
21:00 라스트오더",건대입구,Japanese,restaurant,37.5420084241114,127.068721798539
1282755585,심야식당 후타리,서울 광진구 동일로22길 32,"영업 중
02:00에 영업 종료
2시 0분에 영업 종료 | 일
16:00 - 02:00 | 월
17:00 - 02:00 | 화
17:00 - 02:00 | 수
17:00 - 02:00 | 목
17:00 - 02:00 | 금
17:00 - 03:00 | 토
17:00 - 03:00",건대입구,Japanese,restaurant,,
1108218837,한식당,서울 광진구 동일로24길 29 1층,영업시간 정보 없음,건대입구,Korean,restaurant,,
1683696846,성수완당,서울 광진구 아차산로26길 13 1층,"오늘 휴무
07/27 휴무
07/27 휴무 | 일(7/27)
휴무 | 월(7/28)
휴무 | 화(7/29)
휴무 | 수
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더 | 목
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더 | 금
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더 | 토
11:30 - 21:00
15:00 - 17:00 브레이크타임
14:30, 20:30 라스트오더",건대입구,Korean,restaurant,,
1443792430,원기옥 성수낙낙점,서울 성동구 아차산로17길 48 SKV1 1층 109호 원기옥 성수낙낙점,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 일
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 화
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 토
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더",건대입구,Korean,restaurant,,
2063730154,뇌산마을 건대직영점,서울 광진구 아차산로33길 34 지층,"영업 중
04:00에 라스트오더
4시 0분에 라스트오더 | 일
15:00 - 05:00
04:00 라스트오더 | 월
17:00 - 05:00
04:00 라스트오더 | 화
17:00 - 05:00
04:00 라스트오더 | 수
17:00 - 05:00
04:00 라스트오더 | 목
17:00 - 05:00
04:00 라스트오더 | 금
17:00 - 05:00
04:00 라스트오더 | 토
15:00 - 05:00
04:00 라스트오더",건대입구,Korean,restaurant,37.5417218818615,127.070596021298
1048634058,우물집 구의점,"서울 광진구 아차산로49길 21 1층, 2층","영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 일
11:00 - 22:00
21:00 라스트오더 | 월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 토
11:00 - 22:00
21:00 라스트오더",건대입구,Korean,restaurant,,
19866308,화기애애 본점,서울 광진구 아차산로31길 16,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료 | 일
12:00 - 24:00 | 월
13:00 - 24:00 | 화
13:00 - 24:00 | 수
13:00 - 24:00 | 목
13:00 - 24:00 | 금
13:00 - 24:00 | 토
12:00 - 24:00",건대입구,Meat,restaurant,,
1285277954,전나도 프리미엄 솥뚜껑구이 건대점,서울 광진구 아차산로33길 48,"영업 중
03:00에 영업 종료
3시 0분에 영업 종료 | 매일
15:00 - 03:00",건대입구,Meat,restaurant,,
37993226,육일관 건대본점,서울 광진구 아차산로31길 10 육일관,"영업 중
22:30에 라스트오더
22시 30분에 라스트오더 | 일
12:00 - 23:00
22:30 라스트오더 | 월
15:00 - 23:00
22:30 라스트오더 | 화
15:00 - 23:00
22:30 라스트오더 | 수
15:00 - 23:00
22:30 라스트오더 | 목
15:00 - 23:00
22:30 라스트오더 | 금
15:00 - 23:00
22:30 라스트오더 | 토
12:00 - 23:00
22:30 라스트오더",건대입구,Meat,restaurant,,
1954594952,화랑고기 건대점,서울 광진구 동일로22길 91 2층,"영업 중
22:00에 라스트오더
22시 0분에 라스트오더 | 매일
12:00 - 23:00
22:00 라스트오더",건대입구,Meat,restaurant,,
34827709,건대 고기굽는놈 본점,서울 광진구 아차산로31길 8 고기굽는놈,"영업 중
23:30에 영업 종료
23시 30분에 영업 종료 | 일
12:00 - 23:30 | 월
15:00 - 23:30 | 화
15:00 - 23:30 | 수
15:00 - 23:30 | 목
15:00 - 23:30 | 금
15:00 - 23:30 | 토
12:00 - 23:30",건대입구,Meat,restaurant,37.5413286478003,127.06944421585
1552451811,탄토탄토,서울 광진구 아차산로33길 49 2층,"영업 중
21:10에 라스트오더
21시 10분에 라스트오더 | 일
11:00 - 22:00
15:30 - 16:30 브레이크타임
21:10 라스트오더 | 월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 | 화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 | 수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 | 목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 | 금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 | 토
11:00 - 22:00
15:30 - 16:30 브레이크타임
21:10 라스트오더",건대입구,Western,restaurant,,
1095584677,드로잉레시피,서울 광진구 뚝섬로33길 45 드로잉레시피,"영업 중
21:30에 라스트오더
21시 30분에 라스트오더 | 일
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 월
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 화
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 수
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 목
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 금
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더 | 토
12:00 - 22:00
15:00 - 17:30 브레이크타임
14:30, 21:30 라스트오더",건대입구,Western,restaurant,37.5370096778475,127.070099282847
1774311378,뉴웨이브서울 건대,서울 광진구 아차산로33길 28-10 뉴웨이브 서울,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 일
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더 | 월
정기휴무 (매주 월요일) | 화
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더 | 수
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더 | 목
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더 | 금
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더 | 토
12:00 - 22:00
15:30 - 16:30 브레이크타임
14:30, 21:00 라스트오더",건대입구,Western,restaurant,37.5417112288162,127.070782034079
1167900002,언더다이닝 건대본점,서울 광진구 동일로20길 64 지하1층,"영업 중
21:30에 라스트오더
21시 30분에 라스트오더 | 일
11:00 - 22:00
21:30 라스트오더 | 월
11:00 - 22:00
21:30 라스트오더 | 화
11:00 - 22:00
21:30 라스트오더 | 수
11:00 - 22:00
21:30 라스트오더 | 목
11:00 - 22:00
21:30 라스트오더 | 금
11:00 - 22:00
21:30 라스트오더 | 토
11:00 - 22:00
21:30 라스트오더",건대입구,Western,restaurant,,
20601402,메이빌 본점,서울 광진구 아차산로29길 7 B1F,"영업 종료11:30에 영업 시작11시 30분에 영업 시작매일11:30 - 22:0015:00 - 16:00 브레이크타임21:00 라스트오더- 런치이벤트 11:30~14:00(주말,공휴일 제외)접기",건대입구,Western,restaurant,37.5413187018557,127.06811195523
1313928467,하얼빈양꼬치,서울 동작구 노량진로8길 53 1층,"영업 중
02:00에 영업 종료
2시 0분에 영업 종료 | 금
14:00 - 02:00 | 토
14:00 - 02:00 | 일
14:00 - 02:00 | 월(8/4)
정기휴무 (매달 1, 3번째 월요일) | 화
14:00 - 02:00 | 수
14:00 - 02:00 | 목
14:00 - 02:00",노량진,Chinese,restaurant,,
21651765,취복루,서울 동작구 노량진로 96 2층,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작 | 토
11:30 - 22:00
14:00 - 17:00 브레이크타임 | 일
11:30 - 22:00
14:00 - 17:00 브레이크타임 | 월
11:00 - 22:00
14:00 - 17:00 브레이크타임 | 화
11:00 - 22:00
14:00 - 17:00 브레이크타임 | 수
11:00 - 22:00
14:00 - 17:00 브레이크타임 | 목
11:00 - 22:00
14:00 - 17:00 브레이크타임 | 금
11:00 - 22:00
14:00 - 17:00 브레이크타임",노량진,Chinese,restaurant,,
1902253831,보배반점 노량진 메가스터디타워점,서울 동작구 노량진로 140 1층,영업 종료10:00에 영업 시작10시 0분에 영업 시작매일10:00 - 21:0020:30 라스트오더접기,노량진,Chinese,restaurant,37.512756878817,126.941700638806
1722507864,일품짬뽕,서울 동작구 노량진로 155 1층,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작 | 토
11:00 - 20:10 | 일
11:00 - 20:10 | 월
정기휴무 (매주 월요일) | 화
11:00 - 20:10 | 수
11:00 - 20:10 | 목
11:00 - 20:10 | 금
11:00 - 20:10",노량진,Chinese,restaurant,,
37653479,칭따오양꼬치,서울 동작구 노량진로12길 8 2층,"영업 중
01:20에 라스트오더
1시 20분에 라스트오더 | 매일
10:00 - 02:00
01:20 라스트오더",노량진,Chinese,restaurant,,
31028721,1's 카츠곳간 본점,서울 구로구 새말로 85 방주빌딩 102-2호,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작 | 토
11:00 - 21:00
20:30 라스트오더 | 일
11:00 - 21:00
20:30 라스트오더 | 월
11:00 - 24:00
23:30 라스트오더 | 화
11:00 - 24:00
23:30 라스트오더 | 수
11:00 - 24:00
23:30 라스트오더 | 목
11:00 - 24:00
23:30 라스트오더 | 금
11:00 - 24:00
23:30 라스트오더",노량진,Japanese,restaurant,37.5053620384094,126.889371344865
31564548,바르미스시샤브 신도림점,서울 구로구 경인로 661 신도림1차 푸르지오 2층,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작 | 토
11:00 - 21:00
19:30 라스트오더 | 일
11:00 - 21:00
19:30 라스트오더 | 월
11:00 - 21:00
15:00 - 17:00 브레이크타임
19:30 라스트오더 | 화
11:00 - 21:00
15:00 - 17:00 브레이크타임
19:30 라스트오더 | 수
11:00 - 21:00
15:00 - 17:00 브레이크타임
19:30 라스트오더 | 목
11:00 - 21:00
15:00 - 17:00 브레이크타임
19:30 라스트오더 | 금
11:00 - 21:00
15:00 - 17:00 브레이크타임
19:30 라스트오더",노량진,Japanese,restaurant,37.5096619486431,126.887986372819
1117194337,멘지 신도림점,"서울 구로구 경인로 661 1층 170호, 171-1호","영업 종료
11:00에 영업 시작
11시 0분에 영업 시작 | 매일
11:00 - 20:30
15:30 - 17:00 브레이크타임
15:00, 20:00 라스트오더",노량진,Japanese,restaurant,37.5096619486431,126.887986372819
1734725123,오사카로,서울 구로구 경인로67길 23 신도림푸르지오2차 2층 206호,"영업 종료
16:00에 영업 시작
16시 0분에 영업 시작 | 토
16:00 - 02:00 | 일
16:00 - 01:00 | 월
16:00 - 01:00 | 화
16:00 - 01:00 | 수
16:00 - 01:00 | 목
16:00 - 01:00 | 금
16:00 - 02:00",노량진,Japanese,restaurant,,
